StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q36,Q37,Q30,Q22,Q23,Q24,Q3,Q4,Q16_1,Q16_2,Q1_1,Q1_2,Q5,Q6,Q7_1,Q7_2,Q7_3,Q8,Q9,Q21,Q27,Q30.1,Q31,Q32,Q31_1,Q31_2,Q32_1,Q32_2,Q14,Q15,Q26,Terminate,llm,participantId,assignmentId,projectId,start_time,end_time,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate
6/7/2024 2:27,6/7/2024 2:49,IP Address,99.186.16.11,100,1353,TRUE,6/7/2024 2:49,R_5TMJ0yGBsDq4iUu,,,,,34.2047,-118.573,anonymous,EN,1,Vote for neither,Lean more toward Trump,"Alfred Hitchcock's Vertigo is my favorite film. The plot, the cinemaphotography and the actors are outstanding. It is one of the top AFI films of all time.",Somewhat closely,A few times a week,Lead the conversation more than listen,Independent,Democrat,5,95,0,4,A little,More concerned than excited,Not sure,AI helps more than it hurts,AI hurts more than it helps,A moderate amount,"Yes, I have done this",Immigration reform is needed desperately. Foreign policy needs extreme policy changes and a positive change in a more diplomatic direction. Economic troubles now are pretty dire. Sky high prices on food and goods and continuing unaffordable healthcare that has been a long standing issue. Resolution to unhoused individuals and the mentally ill and criminals that have been allowed on the streets to harm themselves and others.,Biden has no clue what he is doing and is merely being used as a puppet others above him are pulling the strings. There is no clear and positive economic plan from Joe Biden.,Biden says little on this subject with exception of lowering prescriptions and insulin which is still too high in cost. Trump has indicated that the ACA was a disaster and it has been for many Americans with outrageous premiums and unaffordable plans. I don't agree with getting rid of pre existing condition rules but I do want to see what doctor I choose and not be forced into a plan I do not want. Insurance companies need to be held accountable and or mandated for exhorbiant rates. ,"First day in office Biden said ""First 100 days no deportations"". Absolutely unacceptable for a soverign country. Without borders and immigration law we will have no country. There has been unprecented mass immigration allowed under his administration.",NSA and foreign policy is embarrasing under Biden we are not respected by other countries. Trump has many faults but was much more appealing with foreign policy and as far as I've read no spying on American's under Trump's administration.,5,95,1,6,Independent,Democrat,Interesting and thought provoking experiment.,F,none,87069934C8434F71815DE509A59732F9,a9db5d88-d87f-4ed1-ac79-fa7c3f52f112,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:17,6/7/2024 2:52,IP Address,96.43.194.87,100,2110,TRUE,6/7/2024 2:52,R_7ssFiRwl834t3Ze,,,,,41.2679,-82.8626,anonymous,EN,1,Donald Trump,,"My favorite movie are the Hunger Game series.  I love the love story with a happy ending.  I hate the amount of death, but relieved to see everyone treated equal at the end.  The advanced technology throughout the movies is interesting yet a little scary.  I was left on the edge of my sea with some tears shed throughout the series.",Somewhat closely,A few times a month,Listen to the conversation more than lead,Somewhat Republican,,0,100,1,9,A moderate amount,Equally concerned and excited,AI helps more than it hurts,AI helps more than it hurts,Not sure,None at all,,"The first reason I would choose Donald Trump over Joe Biden is because while Biden has been president, the economy has been in a downfall since Joe Biden has been the president.  Another reason is that I am worried about Joe Biden's mind health.  I have saw the clips where he stumbles with words.  My grandmother went though this before she passed away.  I pray he is in good health, but I feel there are too many red flags.  ","My first thought on Trump and Biden's policies on economics are that I am against Biden's wanting to add the tax hike to the top 1%.  While they have more money, it's their money.  Everyone as a whole should be responsible for taxes.  My second thought is about Trump's tax credits for companies with his Made in America  agenda.  I would love to purchase more things made in America.  ","I remember when Trump took action to lower our prescription drug prices and help us have access to more affordable healthcare.  I have not saw Biden do any of the sorts,  As well as Trump helped cap some cost for people on Medicare.  There are still prescriptions I can't afford to buy.  I blame Biden for this.",I am aware of Trump and Biden's policies on immigration.  On this matter I agree with Biden.  I agree we should be more open about immigrants being part of our society.  And I appreciate that he wants to help the children of illegal immigrants.  As a mother this is important to me.,My thoughts on Trump and Biden's foreign policies are sided with Trump.  I appreciate we want to help Ukraine and I agree with helping Ukraine. I don't think we should be the only ones helping.  Other NATO countries could step in and help with this.  ,0,100,1,9,Somewhat Republican,,no comments,F,none,C2C7C160D1084B659507889D1B233306,de0aca24-3f97-46aa-9ef1-ca35fafcf511,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:47,6/7/2024 2:54,IP Address,71.249.50.4,100,427,TRUE,6/7/2024 2:54,R_6hhhTAy3iL5sB1f,,,,,40.7359,-73.9904,anonymous,EN,1,Vote for neither,Lean more toward Trump,My Favorite movie is Avatar. It is about a fictional planet called Pandora that earth wanted to invade. The indigenous peoples won't allow it so it's all out war,Somewhat closely,A few times a week,Listen to the conversation more than lead,Somewhat Democrat,,50,50,5,5,A moderate amount,Equally concerned and excited,Not sure,AI helps more than it hurts,Not sure,A lot,"Yes, I have done this",They both have serious flaws as Biden seems confused and Trump like to cut corners,Bidenomics wants to relive us of a lot of student debt which I agree on,Biden aims to lower healthcare costs which is affordable for the senior citizens ,Trump built the wall dividing Mexico. It was pretty daunting ,I currently do not have enough information about that,50,50,5,5,Somewhat Democrat,,,F,none,9505A6052BF848ABAB7E7E65C2BE3B0C,eb70c537-6022-4fb0-b063-766ee1ecd1b3,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:27,6/7/2024 2:56,IP Address,98.114.129.252,100,1752,TRUE,6/7/2024 2:56,R_6kAnQOLS6q8MD1t,,,,,40.0146,-75.7136,anonymous,EN,0.899999976,Vote for neither,Lean more toward Trump,"My favorite movie is Catch and Release. I like it because my favorite actors, Jennifer Garner, and Timothy Olyphant are in it. ",Not at all closely,Less often,Never talk with friends and family about politics,Independent,No lean at all (perfectly balanced),50,50,2,2,A moderate amount,More concerned than excited,Not sure,Not sure,Not sure,A moderate amount,"Yes, I have done this",I do not think either candidate is qualified to be president. Biden is too old and isn't tough enough to stand up to anyone. Trump is....Trump. I support some of his ideas but the way he goes about things isn't the best.,I do not know either of their policies on economics. All I know is that inflation is horrible so whatever Biden is doing is not working. I don't remember it being like that under Trump.,I do not know their policies on healthcare. I feel like Biden will just give out healthcare to every illegal immigrant that comes here and have the taxpayers cover it. I don't think Trump would do that.,"I believe that Biden has recently ""cracked down"" on immigration just because he is trying to get reelected. He would let anyone into this country. Trump was much tougher on immigration.",I have zero idea about either of their foreign or national security policies. I guess my fear is that no nation would be intimidated by Biden and could probably get away with more. He is not the strongest leader. Trump seemed more intimidating.,40,60,2,3,Independent,No lean at all (perfectly balanced),,F,none,286F7353F1AE4795AE41962A57CF2D98,8da04f12-b749-4d0f-82ec-6e0493ff7e5f,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:35,6/7/2024 2:56,IP Address,162.192.110.3,100,1282,TRUE,6/7/2024 2:56,R_1ez9aHayhQQwel2,,,,,33.6432,-83.9681,anonymous,EN,0.899999976,Donald Trump,,"My favorite movie is The Matrix. I remember watching it while I was in high school, so it's nostalgic to me. More importantly, though, The Matrix has an amazing and unique sci-fi story that pulls me in.",Very closely,A few times a month,Lead the conversation more than listen,Somewhat Republican,,30,70,3,7,A lot,Equally concerned and excited,AI helps more than it hurts,AI helps more than it hurts,AI helps more than it hurts,A lot,"Yes, I have done this","I believe Trump has a better fiscal plan for our country than Biden. Biden has a tendency to overspend, such as his recent Inflation Reduction Act that included a bunch of environmentally friendly upgrades rather than focusing on inflation. Trump will actually bring down debt and inflation so that the average American family can live a better life. Trump is also a stronger overall leader. In these times, we need a strong leader as commander and chief.","Biden, like many democrats, overspends without considering the implications it has on the country's economy. He is willing to shovel money into unnecessary programs that have little or no positive impact. All of this spending creates a bigger gap between the lower and middle/high-class citizens. Trump's policies, in comparison, are designed to reign in spending. Trump did an excellent job with the economy while he was President, and I expect him to do so the same if he's reelected.","Biden's policies on healthcare focus on socialization. He wants to socialize healthcare so that all Americans have access to doctors and necessary health-related services. Trump's policies, on the other hand, are typical of the average republican. He wants to keep healthcare privatized while allowing Americans to pick and purchase their own plans from available private providers.","Trump has a more aggressive stance toward closing the border. Both Biden and Trump want to stop illegal border crossings. Trump, however, wants to reduce all forms of immigration, whereas Biden only wants to stop illegal crossings.",Biden wants to continue assisting our country's allies with financial aid and support. Trump wants to reduce our aid and support to our country's allies. Trump has also expressed a desire to remove the United States from NATO. Biden wants to keep the United States in NATO.,30,70,3,7,Somewhat Republican,,,F,none,8E89073F21DF406A8A6639F1147B8FFB,8dedd6b2-eb30-4568-9999-9e049993812a,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:43,6/7/2024 2:57,IP Address,99.112.239.24,100,837,TRUE,6/7/2024 2:57,R_1MNwbiEkydBJvSF,,,,,28.8851,-81.3093,anonymous,EN,1,Donald Trump,,I like the Terminator franchise. I love sci fi movies because you get to experience brilliant imagination.,Very closely,Nearly every day,Lead the conversation more than listen,Strong Republican,,20,80,5,8,A lot,More concerned than excited,Not sure,AI hurts more than it helps,AI hurts more than it helps,A lot,"Yes, I have done this",I prefer Trump because he gets the job done even though his methods are questionable.,Biden's economic policies is a Keynesian strategy to boost demand and create jobs. It centered on a large scale spending on social programs also. While Trump enabled large tax cuts for individuals and businesses and also emphasis on trade protectionist measures.,"Biden healthcare policies were focused on expandinf access through ACA while Trump was market driven, prioritizing deregulation and cost reduction.","I am not really familiar with that. Knowing Trump, he would come down hard on immigration policies.","Biden prioritize building alliances and re-engaging with international institutions while Trump went in the opposite direction, renegotiating trade deals for american interest.",20,80,8,5,Strong Republican,,,F,none,6DA2EDA15C3F415EA48773CBF88B21BE,b351417a-fb3c-4a9e-8fa1-ce017232f6b6,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:41,6/7/2024 2:58,IP Address,45.48.73.18,100,994,TRUE,6/7/2024 2:58,R_28SCGtWLzP1Z1g9,,,,,34.1649,-119.172,anonymous,EN,,Vote for neither,No lean at all (perfectly balanced),My favorite movie is Scarface. The movie portrays a Cuban refugee who comes to Miami in the 1980s and makes a major change in his life but without high level of violence. The movie to me is more about overtaking adversity while risking your life to make a better situation possible.,Somewhat closely,A few times a week,Listen to the conversation more than lead,Independent,Democrat,50,50,4,2,A lot,More excited than concerned,AI helps more than it hurts,AI helps more than it hurts,AI helps more than it hurts,A moderate amount,"Yes, I have done this",Both candidates are not mentally fit to run the country. I would like to see someone else running for president by November.,"Biden's policies at this point are not relevant because he had 4 years to do the job we voted for him to do but did not deliver. I would not vote for Biden on policies, immigration or anything important to our country due to his incompetence. ",Both Biden and Trump's policies on healthcare were not equally in line with each other. I believe both presidents should reform the healthcare system and have free healthcare for everyone in America.,The two presidents policies on immigration were very different. Trump's policies were a bit logic to the present and future issues. Biden seems to neglect major important issues or abandon possible future plans that should be discussed.,Both presidents foreign and national security policies are not in line with what the country needs. The two have self interest based policies that only benefit the politicians and not the people.,50,50,4,2,Independent,Democrat,Thanks,,none,36B83176DA574D56976600B92F7A1593,1e12a614-0c92-480f-93b1-9cafbdb2071b,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:57,6/7/2024 3:03,IP Address,97.89.170.245,100,372,TRUE,6/7/2024 3:03,R_7oZ7XU0MrvAOfbR,,,,,34.5062,-82.5067,anonymous,EN,0.899999976,Donald Trump,,My favorite movie is Gone With The Wind. I like where the movie was filmed. The characters are all great people. The movie is timeless.,Very closely,A few times a month,Lead the conversation more than listen,Strong Republican,,0,100,0,10,A lot,Equally concerned and excited,AI hurts more than it helps,Not sure,AI hurts more than it helps,A lot,"Yes, I have done this",Joe Biden is a crook. He has made money off foreign governments and is a traitor. Trump is the only real choice and is the one that can save our country.,Trump believes in punishing countries through sanctions that do not hold America in a high place. This is the way it should be. Biden is too soft on this issue.,I do not know a lot about this topic. I think my opinion on this is mixed and I do not favor one over the other.,Trump wants to finish building the wall and take charge. Biden is letting many cross over and we do not know who is coming over. I prefer Trump's plan on this issue.,Trump is harder on foreign countries. He is the best to build up our national security.,0,100,0,10,Strong Republican,,,F,none,A2E329052C0247C5A5568B29564CB5DD,8e2ae673-86fb-468f-9f39-73954dd4514e,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:09,6/7/2024 3:04,IP Address,68.204.21.119,100,3306,TRUE,6/7/2024 3:04,R_3Hn5rMiBeCQaMal,,,,,28.6841,-81.2812,anonymous,EN,1,Vote for neither,Lean more toward Trump,Well. My favorite movie is Tom Cruise's Top Gun Maverick. I love how intense the scenes get andhow the service men relate. I have always loved military action movies.,Somewhat closely,A few times a month,Listen to the conversation more than lead,Somewhat Republican,,0,100,6,7,A lot,More excited than concerned,AI helps more than it hurts,AI helps more than it hurts,Not sure,A lot,"Yes, I have done this","I'm leaning more towards trump because some of the policies that have been passed during the Biden tenure goes against my beliefs as a person and they promote further moral decay of the society. Since becoming a parent, my view towards life has changed and I would like my child to grow up in a world where she doesn't have to keep on debating facts with man made laws. I'm also leaning more towards Trump because I feel like the Tramp administration took better care of our military than the Biden administration.","Biden's policy on economics emphasizes on supporting the middle class, raising taxes on the wealthy and extending healthcare while Trump's policy majors on tax cuts, import tariffs and restrictions on immigration. When it comes to economic policies, I'm leaning more towards Biden policies which I believe will do a greater good though economic effects somehow take time to be felt at an individual level compared to social policies that the two differ in.","Biden's healthcare approach seeks to lower healthcare cost by promoting competition while Trump's healthcare policy is somehow wrapped  around Affordable Care Act. During Trump's administration, drug prices went down and we experienced affordable coverage and insurer transparency. Though it was marred by Covid- 19 which he did't do so well on record, I'm somehow split in half between Biden and Trump because Biden has also lowered prescription drugs for seniors.","Biden's policy on immigration focused on a more humane approach which saw him lift off several of Trump's restriction while Trump's administration is leaning towards a strict border policy. Having seen how immigrant families were torn apart, I'm leaning towards a balance of both.","The Biden administration emphasizes on not prioritizing the US as much by investing America's resources in multilateral accords that undermine American intrests and promotes global aims while Trump's policy puts the US first. An America that is safe, prosperous and free. On this policy, I embrace Trump's strategy as it aligns with the country's safety. ",0,100,7,8,Somewhat Republican,,None.,F,none,B461ADE60659482782D97421D4A39ACB,7ac5d63d-239c-495d-822f-75a860633990,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:24,6/7/2024 3:06,IP Address,66.168.119.215,100,2498,TRUE,6/7/2024 3:06,R_1jrI31V8t5xfFkN,,,,,42.2821,-71.8262,anonymous,EN,1,Donald Trump,,"My favorite movie is definitely ""The Matrix"". At the time when it came out, it by far had the best special effects. I really enjoy this movie, because it is very exciting and has a lot of action.",Very closely,A few times a week,Lead the conversation more than listen,Somewhat Republican,,0,100,0,8,A lot,More excited than concerned,AI helps more than it hurts,AI helps more than it hurts,Not sure,A lot,"Yes, I have done this","I can definitely explain why I lean towards Donald Trump rather than Joe Biden. Joe Biden is very indecisive. He has damaged the country's reputation in so many ways. He has destroyed the relationship that we had with Iraq when it comes to oil trade. He has shown support for Iran against Israel. He has been providing Ukraine with weapons, but has forbid them to use long-range missiles to defend themselves, when all countries in NATO has not placed any restrictions on how Ukraine should use the weapons to defend themselves. He has completely backed off on the deportation of illegal immigrants to this country. He has also increased taxes for low income families. He has lowered the threshold for reporting taxes for small businesses and side hustles. He has announced plans to raise taxes for everyone including the lower and middle classes. He has absolutely destroyed this country! Meanwhile, former President Trump has done some good for this country. He speaks about quick deportation of illegal immigrants who are damaging this country. He speaks about lowering taxes for everyone. He is very decisive! He speaks about taking action against Russia to end the war against Ukraine. He has done and would do a lot more positive things for this country than Joe Biden every could!","Joe Biden has always said that he is pro clean energy and developing wind turbines. He also believes that we should work towards improving our climate. Donald Trump however has stated that he doesn't believe in the climate issue and is against creating more clean energy and prefers that we do more fracking and extracting oil in the US. He wants the US to focus on fossil fuels like coal, oil, and natural gas.","Joe Biden continues to push for the Affordable Care Act that former president Barack Obama has set up. He also wants to lower the eligibility age for Medicare from 65 to 60 years of age. Lastly, he wants to lower prescription drug costs. Donald Trump, however, wants to repeal and replace the Affordable Care Act. Trump also helped to accelerate the development of COVID-19 vaccines during the pandemic.","Joe Biden wants to set up a taskforce to reunited families that were separated when they crossed over the border to the United States. He also wants to do some kind of an immigration reform allowing all illegal immigrants to gain citizenship. Meanwhile, Donald Trump wants to build a wall on the border with Mexico to prevent illegal immigrants from crossing over to the US. He wants to create stronger policies to arrest and deport illegal immigrants. ",Joe Biden wants to rebuild relationships with NATO allies and other countries in the European Union. He also wants to renew the Iran Nuclear Deal. He shows some support for Ukraine and stands with NATO against Russia. He also supports strategic competition against China. Donald Trump withdrew agreement from the Iran Nuclear Deal. He imposed sanctions on Russia and set up tariffs against China to get back at them for stealing US intellectual property.,0,100,0,9,Somewhat Republican,,No concerns. Interesting study. Thanks!,F,none,21C03880A4924E9F8F91476329EF27F8,f8d0c010-caf8-41fd-a9fe-f84eb42725b4,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 3:09,6/7/2024 3:15,IP Address,97.97.147.135,100,361,TRUE,6/7/2024 3:15,R_6U8W1e2MuenKFac,,,,,35.3288,-118.9748,anonymous,EN,1,Donald Trump,,"I love Scarface. I love the story and the characters. The acting is top-notch, for it's time and it is a movie that has stayed in my mind after all these years.",Somewhat closely,A few times a month,Listen to the conversation more than lead,Somewhat Republican,,0,100,0,10,A moderate amount,Equally concerned and excited,Not sure,Not sure,Not sure,A moderate amount,"Yes, I have done this",He is America first and the country was better under his leadership,"Trump is more for the average American. Biden does not seem to care, or even know about the average American.",Biden thinks he can reform healthcare in this country with a magic wand. Trump takes a more realistic approach.,Trump is all about stopping the influx of illegal immigrants to protect this country. Biden does not seem to care.,Trump wants to protect us from foreign adversaries. Biden seems to not care about it and seems controlled by outside forces.,0,100,0,10,Somewhat Republican,,,F,none,A4634667043F492A993D08B6484090E5,c029d043-9003-4014-a9fe-fda7e5f7c99a,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 3:11,6/7/2024 3:22,IP Address,71.228.169.137,100,689,TRUE,6/7/2024 3:22,R_3wSOGrnmftNs7UX,,,,,37.6875,-85.8747,anonymous,EN,1,Donald Trump,,"I loved Phantom of the Opera.  I felt sorry for the Phantom, he was a genious, yet so despised.  In the end, he remains free.",Very closely,A few times a week,Lead the conversation more than listen,Strong Republican,,0,100,0,10,A lot,More concerned than excited,Not sure,Not sure,Not sure,A little,"Yes, I have done this",Donald Trump is a businessman.  Our economy has tanked and other nations think less of us.  Trump can lift our economy out of the pits of despair and back to where it should be.  Trump can help our country become the superpower that it once was.,"Biden believes in raise taxes for more free programs.  Trump believes you should work for what you have, but you should also live better because you are making a better wage.",Trump wants to lower health care costs so more people can have healthcare at a better price.  Biden wants to let hospitals and drug companies charge whatever they want as long as the government gets a piece of the pie.,Biden wants to let everyone even terrorists and illegal aliens into America.  Trump wants to get people vetted before they enter legally into this country.,"Biden wants to bow down to every forein leader and brown nose them to get what he wants.  Trump wants to stand up to them and make them pay for what they want.  If the foreign governments want to attack us, Trump will attack them back.",0,100,0,10,Strong Republican,,Trump can fix the economy that Biden has sunk into the depths of bankruptcy.,F,none,9B05F5E319744E33BD713B4999F7CEAA,10656ead-1802-4ad5-bcb5-456f54bdc14a,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 3:11,6/7/2024 3:24,IP Address,108.246.123.62,100,785,TRUE,6/7/2024 3:24,R_3Iut2pauiJTkPh9,,,,,41.9704,-87.7036,anonymous,EN,1,Vote for neither,No lean at all (perfectly balanced),"The movie is called Losing Isiah. The movie was about a mother who had personal issues that interfered with her being a good mother to her son. Throughout, it was her trying to get herself together to where it enabled her to reunite with her son.",Somewhat closely,Less often,Never talk with friends and family about politics,Independent,No lean at all (perfectly balanced),50,50,3,3,A moderate amount,Equally concerned and excited,Not sure,Not sure,Not sure,A moderate amount,"No, I have not done this","They are both too old to be running for president, they both have issues that I don't agree with, and I feel like there should be a 3rd candidate running for president.","I'm not certain on their policies on economics, mainly because there has been so much finger pointing between political parties to where nothing has really been stated on what their policies actually are.","I'm not certain on their policies on healthcare, because it really hasn't been stated much in the media, as far as I know.","Well, one suddenly says he wants to limit the influx of migrants coming across the border, which to some he's doing it because of politics, and the other has stated he wants to send them all back, without stating HOW he will plan on doing this.","I really haven't heard or read anything on these types of policies from either one of them. Once again, I've read and heard so much bickering that subjects like these really have not come out, unless I'm just missing them.",50,50,3,3,Independent,No lean at all (perfectly balanced),,F,none,6899012F9EF24A8583649C7771E74E4B,475d7fbe-7150-43b7-8150-30c98401f4e9,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 3:12,6/7/2024 3:24,IP Address,47.23.7.194,100,714,TRUE,6/7/2024 3:24,R_5jy3YcPGyKmofl9,,,,,40.8225,-73.2035,anonymous,EN,1,Donald Trump,,"Titanic holds a special place in my heart. Its blend of romance, tragedy and historical backdrop captivates me every time. The attention to detail, stunning visuals, and memorable performances make it an unforgettable cinematic experience.",Somewhat closely,A few times a week,Lead the conversation more than listen,Somewhat Republican,,0,100,0,10,A little,Equally concerned and excited,Not sure,Not sure,Not sure,None at all,,"As a young republican woman, I lean more towards Donald Trump for a few reasons. Firstly, I appreciate his commitment to conservative values, such as lower taxes and limited government intervention in business. His pro-life stance also resonates with my beliefs. I admire his bold approach to foreign policy. His leadership style is strong.","Yes I'm familiar with both of their economic policies. From my perspective as a Republican, I see Trump's policies such as tax cuts and deregulation, as a beneficial for stimulating economic growth. Biden's proposals concern me as he wants to raise taxes on the wealthy and increasing government spending.","Yes, I'm aware of their policies on healthcare. I appreciate Trump's efforts to repeal parts of the ACA and his focus on reducing healthcare costs. Biden's proposals to build on the ACA and add public options concerns me as it could lead to increased government involvement in healthcare.",Yes I do. I support Trump's stance on immigration which prioritizes border security and enforcement of immigration laws to protect American jobs. Biden's stance includes a pathway to citizenship to undocumented immigrants that are here illegally.,"Yes I do know their foreign and national security policies. I appreciate Trump's America First approach, prioritizing the interests of the US in international affairs and focusing on strengthening alliances. Biden's more traditional approach emphasizing diplomacy and multilateral cooperation concerns me as it may lead to concessions that weaken America. ",0,100,0,10,Somewhat Republican,,,F,none,EFBA583446844E32B0D1036CD221F828,e224622d-b495-4c49-b6ca-1177e6a23bbc,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 3:23,6/7/2024 3:32,IP Address,50.197.46.173,100,538,TRUE,6/7/2024 3:32,R_1rjaZKvNTu93zcC,,,,,40.4339,-79.9996,anonymous,EN,1,Donald Trump,,"I like the movie Billy Madison. I like it because it makes me laugh. Each time I watch it, I find something new that is funny",Somewhat closely,A few times a week,Listen to the conversation more than lead,Somewhat Republican,,0,100,1,9,A moderate amount,More concerned than excited,AI helps more than it hurts,AI helps more than it hurts,AI helps more than it hurts,A moderate amount,"Yes, I have done this",His cognitive ability is better. I tend to agree with his policies more. The economy has been getting worse under the current administration ,Trump had tariffs on goods from China that seemed to be keeping prices in check. Prices under current adminis are out of control,Trumps policies consisted of an open market for Healthcare providers and seemed to be a better system,Trumps policy included a border shutdown and stronger vetting of immigrants coming in. I agree with that,Trump had stricter national security policy making us feel safer and he also had good relations with other nations including North Korea,0,100,0,9,Somewhat Republican,,,F,none,43769413E9BE4B4B96F5875180302F8D,7736d940-116e-42c2-b963-8b29d1ae4ae1,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 3:09,6/7/2024 3:34,IP Address,65.49.251.126,100,1528,TRUE,6/7/2024 3:34,R_6AHd2kpMFn0qYR2,,,,,42.271,-85.542,anonymous,EN,1,Vote for neither,Lean more toward Trump,My favorite movie(s) are the Star Wars franchise. I was completely fascinated by episode 4 back in the late 70's as a kid. Space has always been my favorite topic and the movies get your imagination running.,Very closely,A few times a week,Listen to the conversation more than lead,Independent,Republican,35,65,1,8,A lot,Equally concerned and excited,AI helps more than it hurts,AI hurts more than it helps,AI hurts more than it helps,A lot,"No, I have not done this","During Trump's first Presidency, inflation was under control, housing costs wasn't as out of control as it is now, we didn't have as much global conflict, energy and grocery prices were actually affordable. When Biden got into office, he reversed almost all of Trump's policies and now we are living in those consequences. ","I do not know many details, but I do know that under Trump, our economy was doing great. Inflation wasn't a big deal, and I could afford to feed my family without putting other bills off to pay late so that we can buy groceries. Now we are paying much higher prices, and higher interest rates are a double whammy. Nothing about what is currently happening economically is acceptable.","Healthcare has always been a mess. Whether we go with government subsidized, or more towards privatizing it, no one can get it right. Biden claims Trump is taking healthcare away, and this is not true. He doesn't want it to be as government subsidized as Obama and Biden wants it to be.","This is where Biden is a complete failure. The mess at the border is completely on Biden's weak policies, and the product him undoing Trump's immigration policies. We need to build the border wall, and actually enforce the laws. By the way, if Americans were to try to enter a foreign country illegally, what would happen? Why should we be so open to a flood of illegals, which are doing more harm than good here?","Biden has no foreign policies. His answer to everything was to undo Trump's policies with nothing to try and replace them. This is why we have wars happening, and we fear for our lives here at home. More domestic terrorism (violent college protests over Israel SHOULD be considered as such), more global uprising against America. All of this is happening under Biden. We did not see much of any of this under Trump.",35,65,1,7,Independent,Republican,"I want to have actual candidates who will take the country's best interest in mind, instead of two old millionaires. One being a corrupt businessman, and the other a lifetime politician with a terrible history in politics. Are these two geriatric patients really the only two people worthy of running this country?",F,none,39A2AAB5B2DC43A985046907B24E82EF,de0e6451-6621-4baf-9eb9-c159d18328b9,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
6/7/2024 2:54,6/7/2024 3:36,IP Address,156.146.39.79,100,2520,TRUE,6/7/2024 3:36,R_7svl6MNGLXkXCxz,,,,,32.7797,-96.8022,anonymous,EN,0,Donald Trump,,One of my favorite movie is ''Inception''. It intricates plots combined with stunning visuals that captivates me every time watch it.,Very closely,A few times a week,Listen to the conversation more than lead,Somewhat Republican,,0,100,2,9,A lot,Equally concerned and excited,AI helps more than it hurts,AI helps more than it hurts,AI helps more than it hurts,A lot,"Yes, I have done this","Mainly because of his emphasis on economic policies including tax cut and deregulation, which I believe stimulate growth. I also favored him because he is keen on the security of the country, either within the country or international.","Trumps economic policies during his time as the president focused on tax cut, deregulation, and trade protectionism, aiming to boost business growth and job creation.","Biden has advocated for expanding the Affordable Care Act (ACA), adding a public option to enhance healthcare access. Trump policies focused on repealing and replacing the ACA.","Trump focused on tightening border security, reducing legal immigration and implementing stricter enforcement measures, including the construction of border wall. Biden policy emphasizes a pathway to citizenship for undocumented immigrants.","Biden's foreign policies seeks to rebuild alliances, prioritize diplomacy. Trump policies focused on America interest through initiatives like renegotiating trade deals, pressuring NATO allies to increase defense spending.",0,100,6,10,Strong Republican,,I love this survey.,F,none,28F8041E0680450CA1AE1D119C2F4D6B,40f36096-ceb9-4e40-a5e9-9f2a6384499b,151fee1f-1ccb-434c-bb17-4a4fd0f42c99,1.72E+12,1.72E+12,,,,
